Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
CHEVROLET Silverado,2.7,4,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT02.7100,pickup,6,19,22,20,4,No,443
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0352,pickup,3,23,33,27,5,No,383
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0352,pickup,3,23,33,27,5,No,383
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0351,pickup,3,22,26,24,4,No,430
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0351,pickup,3,22,26,24,4,No,430
CHEVROLET Silverado,4.3,6,Auto-6,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT04.3186,pickup,6,16,21,17,3,No,523
CHEVROLET Silverado,4.3,6,Auto-6,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT04.3186,special purpose,6,15,19,17,3,No,523
CHEVROLET Silverado,4.3,6,Auto-6,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT04.3186,pickup,6,16,21,17,3,No,523
CHEVROLET Silverado,4.3,6,Auto-6,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT04.3186,special purpose,6,15,19,17,3,No,523
CHEVROLET Silverado,4.3,6,Auto-6,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT04.3186,pickup,6,15,20,17,3,No,530
CHEVROLET Silverado,4.3,6,Auto-6,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT04.3186,special purpose,6,14,16,15,2,No,592
CHEVROLET Silverado,4.3,6,Auto-6,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT04.3186,pickup,6,15,20,17,3,No,530
CHEVROLET Silverado,4.3,6,Auto-6,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT04.3186,special purpose,6,14,16,15,2,No,592
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,15,21,18,3,No,506
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,16,22,19,3,No,481
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,15,21,18,3,No,506
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,16,22,19,3,No,481
CHEVROLET Silverado,5.3,8,Auto-6,2WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,MGMXT05.3385,pickup,3,11/15,15/19,12/16,2,No,512/547
CHEVROLET Silverado,5.3,8,Auto-6,2WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,MGMXT05.3385,pickup,3,11/15,15/19,12/16,2,No,512/547
CHEVROLET Silverado,5.3,8,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,14,21,16,2,No,541
CHEVROLET Silverado,5.3,8,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,15,21,17,3,No,523
CHEVROLET Silverado,5.3,8,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,special purpose,5,13,18,14,1,No,634
CHEVROLET Silverado,5.3,8,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,special purpose,5,14,18,15,2,No,590
CHEVROLET Silverado,5.3,8,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,14,21,16,2,No,541
CHEVROLET Silverado,5.3,8,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,15,21,17,3,No,523
CHEVROLET Silverado,5.3,8,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,special purpose,5,13,18,14,1,No,634
CHEVROLET Silverado,5.3,8,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,special purpose,5,14,18,15,2,No,590
CHEVROLET Silverado,5.3,8,Auto-6,4WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,MGMXT05.3385,pickup,3,11/14,13/18,12/16,2,No,542/563
CHEVROLET Silverado,5.3,8,Auto-6,4WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,MGMXT05.3385,pickup,3,11/14,13/18,12/16,2,No,542/563
CHEVROLET Silverado,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,14,20,16,2,No,560
CHEVROLET Silverado,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,15,20,17,3,No,533
CHEVROLET Silverado,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,special purpose,5,13,17,14,1,No,635
CHEVROLET Silverado,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,special purpose,5,14,17,15,2,No,593
CHEVROLET Silverado,5.3,8,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,14,20,16,2,No,560
CHEVROLET Silverado,5.3,8,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,15,20,17,3,No,533
CHEVROLET Silverado,5.3,8,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,special purpose,5,13,17,14,1,No,635
CHEVROLET Silverado,5.3,8,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,special purpose,5,14,17,15,2,No,593
CHEVROLET Silverado,5.3,8,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,15,22,17,3,No,513
CHEVROLET Silverado,5.3,8,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,17,23,19,3,No,460
CHEVROLET Silverado,5.3,8,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,15,22,17,3,No,513
CHEVROLET Silverado,5.3,8,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,17,23,19,3,No,460
CHEVROLET Silverado,5.3,8,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,14,21,16,2,No,545
CHEVROLET Silverado,5.3,8,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,16,22,18,3,No,482
CHEVROLET Silverado,5.3,8,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,14,21,16,2,No,545
CHEVROLET Silverado,5.3,8,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,16,22,18,3,No,482
CHEVROLET Silverado,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2377,pickup,3,15,20,17,3,No,522
CHEVROLET Silverado,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2377,pickup,3,16,21,18,3,No,493
CHEVROLET Silverado,6.2,8,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MGMXT06.2377,pickup,3,15,20,17,3,No,522
CHEVROLET Silverado,6.2,8,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MGMXT06.2377,pickup,3,16,21,18,3,No,493
CHEVROLET Silverado 4WD Trail Boss,4.3,6,Auto-6,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT04.3186,pickup,6,14,18,16,2,No,560
CHEVROLET Silverado 4WD Trail Boss,4.3,6,Auto-6,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT04.3186,pickup,6,14,18,16,2,No,560
CHEVROLET Silverado 4WD Trail Boss,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,15,21,17,3,No,523
CHEVROLET Silverado 4WD Trail Boss,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,16,21,18,3,No,494
CHEVROLET Silverado 4WD Trail Boss,5.3,8,Auto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,15,21,17,3,No,523
CHEVROLET Silverado 4WD Trail Boss,5.3,8,Auto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,16,21,18,3,No,494
CHEVROLET Silverado 4WD Trail Boss,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,13,18,15,2,No,593
CHEVROLET Silverado 4WD Trail Boss,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,14,18,16,2,No,560
CHEVROLET Silverado 4WD Trail Boss,5.3,8,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,13,18,15,2,No,593
CHEVROLET Silverado 4WD Trail Boss,5.3,8,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,14,18,16,2,No,560
CHEVROLET Silverado 4WD Trail Boss,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2377,pickup,3,14,19,16,2,No,555
CHEVROLET Silverado 4WD Trail Boss,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2377,pickup,3,15,19,17,3,No,522
CHEVROLET Silverado 4WD Trail Boss,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2377,pickup,3,15,19,17,3,No,533
CHEVROLET Silverado 4WD Trail Boss,6.2,8,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MGMXT06.2377,pickup,3,14,19,16,2,No,555
CHEVROLET Silverado 4WD Trail Boss,6.2,8,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MGMXT06.2377,pickup,3,15,19,17,3,No,522
CHEVROLET Silverado 4WD Trail Boss,6.2,8,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MGMXT06.2377,pickup,3,15,19,17,3,No,533
CHEVROLET Spark,1.4,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXV01.4050,small car,5,30,38,33,7,No,266
CHEVROLET Spark,1.4,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXV01.4050,small car,5,30,38,33,7,No,266
CHEVROLET Spark,1.4,4,Man-5,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXV01.4050,small car,5,29,38,33,7,No,273
CHEVROLET Spark,1.4,4,Man-5,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXV01.4050,small car,5,29,38,33,7,No,273
CHEVROLET Spark Activ,1.4,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXV01.4050,small car,5,30,37,33,7,No,266
CHEVROLET Spark Activ,1.4,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXV01.4050,small car,5,30,37,33,7,No,266
CHEVROLET Spark Activ,1.4,4,Man-5,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXV01.4050,small car,5,29,37,32,7,No,278
CHEVROLET Spark Activ,1.4,4,Man-5,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXV01.4050,small car,5,29,37,32,7,No,278
CHEVROLET Suburban,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0353,standard SUV,3,21,27,23,4,No,437
CHEVROLET Suburban,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0353,standard SUV,3,21,27,23,4,No,437
CHEVROLET Suburban,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0353,standard SUV,3,20,26,22,4,No,444
CHEVROLET Suburban,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0353,standard SUV,3,20,26,22,4,No,444
CHEVROLET Suburban,5.3,8,Auto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3388,standard SUV,5,15,20,17,3,No,523
CHEVROLET Suburban,5.3,8,Auto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3388,standard SUV,5,16,20,18,3,No,492
CHEVROLET Suburban,5.3,8,Auto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3388,standard SUV,5,15,20,17,3,No,523
CHEVROLET Suburban,5.3,8,Auto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3388,standard SUV,5,16,20,18,3,No,492
CHEVROLET Suburban,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3388,standard SUV,5,15,19,16,2,No,555
CHEVROLET Suburban,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3388,standard SUV,5,15,19,17,3,No,515
CHEVROLET Suburban,5.3,8,Auto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3388,standard SUV,5,15,19,16,2,No,555
CHEVROLET Suburban,5.3,8,Auto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3388,standard SUV,5,15,19,17,3,No,515
CHEVROLET Suburban,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2375,standard SUV,3,14,20,16,2,No,544
CHEVROLET Suburban,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2375,standard SUV,3,15,20,17,3,No,525
CHEVROLET Suburban,6.2,8,Auto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MGMXT06.2375,standard SUV,3,14,20,16,2,No,544
CHEVROLET Suburban,6.2,8,Auto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MGMXT06.2375,standard SUV,3,15,20,17,3,No,525
CHEVROLET Suburban,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2375,standard SUV,3,13,19,16,2,No,570
CHEVROLET Suburban,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2375,standard SUV,3,14,19,16,2,No,558
CHEVROLET Suburban,6.2,8,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MGMXT06.2375,standard SUV,3,13,19,16,2,No,570
CHEVROLET Suburban,6.2,8,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MGMXT06.2375,standard SUV,3,14,19,16,2,No,558
CHEVROLET Tahoe,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0353,standard SUV,3,21,28,24,4,No,421
CHEVROLET Tahoe,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0353,standard SUV,3,21,28,24,4,No,421
CHEVROLET Tahoe,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0353,standard SUV,3,20,26,22,4,No,444
CHEVROLET Tahoe,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0353,standard SUV,3,20,26,22,4,No,444
CHEVROLET Tahoe,5.3,8,Auto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3388,standard SUV,5,15,20,17,3,No,523
CHEVROLET Tahoe,5.3,8,Auto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3388,standard SUV,5,16,20,18,3,No,492
CHEVROLET Tahoe,5.3,8,Auto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3388,standard SUV,5,15,20,17,3,No,523
CHEVROLET Tahoe,5.3,8,Auto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3388,standard SUV,5,16,20,18,3,No,492
CHEVROLET Tahoe,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3388,standard SUV,5,15,20,17,3,No,523
CHEVROLET Tahoe,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3388,standard SUV,5,16,20,18,3,No,496
CHEVROLET Tahoe,5.3,8,Auto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3388,standard SUV,5,15,20,17,3,No,523
CHEVROLET Tahoe,5.3,8,Auto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3388,standard SUV,5,16,20,18,3,No,496
CHEVROLET Tahoe,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2375,standard SUV,3,14,20,16,2,No,544
CHEVROLET Tahoe,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2375,standard SUV,3,15,20,17,3,No,525
CHEVROLET Tahoe,6.2,8,Auto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MGMXT06.2375,standard SUV,3,14,20,16,2,No,544
CHEVROLET Tahoe,6.2,8,Auto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MGMXT06.2375,standard SUV,3,15,20,17,3,No,525
CHEVROLET Tahoe,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2375,standard SUV,3,13,19,16,2,No,570
CHEVROLET Tahoe,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2375,standard SUV,3,14,19,16,2,No,558
CHEVROLET Tahoe,6.2,8,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MGMXT06.2375,standard SUV,3,13,19,16,2,No,570
CHEVROLET Tahoe,6.2,8,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MGMXT06.2375,standard SUV,3,14,19,16,2,No,558
CHEVROLET Trailblazer,1.2,3,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MGMXV01.3545,small SUV,7,28,31,29,6,No,302
CHEVROLET Trailblazer,1.2,3,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MGMXV01.3545,small SUV,7,28,31,29,6,No,302
CHEVROLET Trailblazer,1.3,3,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MGMXV01.3545,small SUV,7,26,30,28,6,No,314
CHEVROLET Trailblazer,1.3,3,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MGMXV01.3545,small SUV,7,26,30,28,6,No,314
CHEVROLET Trailblazer,1.3,3,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MGMXV01.3545,small SUV,7,29,33,31,7,Yes,288
CHEVROLET Trailblazer,1.3,3,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MGMXV01.3545,small SUV,7,29,33,31,7,Yes,288
CHEVROLET Traverse,3.6,6,Auto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT03.6151,standard SUV,6,18,27,21,4,No,420
CHEVROLET Traverse,3.6,6,Auto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT03.6151,standard SUV,6,18,27,21,4,No,420
CHEVROLET Traverse,3.6,6,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT03.6151,standard SUV,6,17,25,20,4,No,439
CHEVROLET Traverse,3.6,6,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT03.6151,standard SUV,6,17,25,20,4,No,439
CHEVROLET Trax,1.4,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MGMXV01.4001,small SUV,7,24,32,27,6,No,325
CHEVROLET Trax,1.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MGMXV01.4001,small SUV,7,24,32,27,6,No,325
CHEVROLET Trax,1.4,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXV01.4099,small SUV,5,26,31,28,6,No,316
CHEVROLET Trax,1.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXV01.4099,small SUV,5,26,31,28,6,No,316
CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MGMXV01.4001,small SUV,7,23,30,26,5,No,338
CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MGMXV01.4001,small SUV,7,23,30,26,5,No,338
CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXV01.4099,small SUV,5,24,29,26,5,No,344
CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXV01.4099,small SUV,5,24,29,26,5,No,344
CHRYSLER 300,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MCRXV03.65P3,large car,3,19,30,23,5,No,389
CHRYSLER 300,3.6,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MCRXV03.65P3,large car,3,19,30,23,5,No,389
CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MCRXV03.65P3,large car,3,18,27,21,4,No,415
CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MCRXV03.65P3,large car,3,18,27,21,4,No,415
CHRYSLER 300,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MCRXV05.75P3,large car,3,16,25,19,3,No,466
CHRYSLER 300,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MCRXV05.75P3,large car,3,16,25,19,3,No,466
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MCRXT03.65P8,minivan,5,19,28,22,4,No,401
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MCRXT03.65P8,minivan,5,19,28,22,4,No,401
CHRYSLER Pacifica,3.6,6,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MCRXT03.65P5,minivan,7,17,25,20,4,No,450
CHRYSLER Pacifica,3.6,6,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MCRXT03.65P5,minivan,7,17,25,20,4,No,450
CHRYSLER Pacifica Hybrid,3.6,6,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MCRXT03.65P6,minivan,7,29/87,30/76,30/82,10,Yes,119
CHRYSLER Pacifica Hybrid,3.6,6,CVT,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MCRXT03.65P6,minivan,7,29/87,30/76,30/82,10,Yes,119
CHRYSLER Voyager,3.6,6,Auto-9,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MCRXT03.65P8,minivan,5,19,28,22,4,No,401
CHRYSLER Voyager,3.6,6,Auto-9,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MCRXT03.65P8,minivan,5,19,28,22,4,No,401
DODGE Challenger,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MCRXV03.65P3,midsize car,3,19,30,23,5,No,389
DODGE Challenger,3.6,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MCRXV03.65P3,midsize car,3,19,30,23,5,No,389
DODGE Challenger,3.6,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MCRXV03.65P3,midsize car,3,18,27,21,4,No,415
DODGE Challenger,3.6,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MCRXV03.65P3,midsize car,3,18,27,21,4,No,415
DODGE Challenger,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MCRXV05.75P3,midsize car,3,16,25,19,3,No,466
DODGE Challenger,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MCRXV05.75P3,midsize car,3,16,25,19,3,No,466
DODGE Challenger,5.7,8,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MCRXV05.75P4,midsize car,1,15,23,18,3,No,494
DODGE Challenger,5.7,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MCRXV05.75P4,midsize car,1,15,23,18,3,No,494
DODGE Challenger,6.4,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MCRXV06.45P0,midsize car,1,15,24,18,3,No,496
DODGE Challenger,6.4,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MCRXV06.45P0,midsize car,1,15,24,18,3,No,496
DODGE Challenger,6.4,8,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MCRXV06.45P0,midsize car,1,14,23,17,3,No,523
DODGE Challenger,6.4,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MCRXV06.45P0,midsize car,1,14,23,17,3,No,523
DODGE Challenger SRT,6.2,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,MCRXV06.25P0,midsize car,1,13,22,16,2,No,546
DODGE Challenger SRT,6.2,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,MCRXV06.25P0,midsize car,1,13,22,16,2,No,546
